date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:38:15	44979/44979	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Nov%202018%2011:38:42%20GMT	https://psdmhq.in/themes/bar/psdm/css/webslidemenu.css	C:/My%20Web%20Sites/karina/psdmhq.in/themes/bar/psdm/css/webslidemenu.css	(from https://psdmhq.in/)
21:38:16	4224/4224	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Nov%202018%2010:30:56%20GMT	https://psdmhq.in/themes/bar/psdm/css/demo.css	C:/My%20Web%20Sites/karina/psdmhq.in/themes/bar/psdm/css/demo.css	(from https://psdmhq.in/)
21:38:16	3566/3566	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Nov%202018%2010:30:46%20GMT	https://psdmhq.in/themes/bar/psdm/css/baguetteBox.min.css	C:/My%20Web%20Sites/karina/psdmhq.in/themes/bar/psdm/css/baguetteBox.min.css	(from https://psdmhq.in/)
21:38:16	41065/41065	---MCZ	200	added ('OK')	text/css	etag:W/%22d61bfe9b56c13ecff5313ee3abb45e8b%22	https://use.fontawesome.com/releases/v5.0.13/css/all.css	C:/My%20Web%20Sites/karina/use.fontawesome.com/releases/v5.0.13/css/all.css	(from https://psdmhq.in/)
21:38:27	39062/39062	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:12%20GMT	http://psdmhq.in/site/tender	C:/My%20Web%20Sites/karina/psdmhq.in/site/tender.html	(from https://psdmhq.in/)
21:38:27	9068/9068	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:21%20GMT	https://psdmhq.in/user/login	C:/My%20Web%20Sites/karina/psdmhq.in/user/login.html	(from https://psdmhq.in/)
21:38:27	33378/33378	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:19%20GMT	https://psdmhq.in/site/page/26	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/26.html	(from https://psdmhq.in/)
21:38:27	9800/9800	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Nov%202018%2010:33:42%20GMT	https://psdmhq.in/themes/bar/psdm/img/logo.png	C:/My%20Web%20Sites/karina/psdmhq.in/themes/bar/psdm/img/logo.png	(from https://psdmhq.in/)
21:38:27	459514/459514	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:11%20GMT	https://psdmhq.in/student/registration	C:/My%20Web%20Sites/karina/psdmhq.in/student/registration.html	(from https://psdmhq.in/)
21:38:27	43496/43496	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/Menu-1531482644-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Menu-1531482644-image_file.jpg	(from https://psdmhq.in/)
21:38:28	39594/39594	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:22%20GMT	https://psdmhq.in/site/page/5	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/5.html	(from https://psdmhq.in/)
21:38:28	40568/40568	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:23%20GMT	https://psdmhq.in/site/page/6	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/6.html	(from https://psdmhq.in/)
21:38:28	38964/38964	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:23%20GMT	https://psdmhq.in/site/page/7	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/7.html	(from https://psdmhq.in/)
21:38:28	41913/41913	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:23%20GMT	https://psdmhq.in/site/page/8	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/8.html	(from https://psdmhq.in/)
21:38:29	42617/42617	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:23%20GMT	https://psdmhq.in/site/page/9	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/9.html	(from https://psdmhq.in/)
21:38:29	51391/51391	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:24%20GMT	https://psdmhq.in/site/page/10	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/10.html	(from https://psdmhq.in/)
21:38:29	39449/39449	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/Menu-1531482789-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Menu-1531482789-image_file.jpg	(from https://psdmhq.in/)
21:38:29	50313/50313	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:24%20GMT	https://psdmhq.in/site/page/13	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/13.html	(from https://psdmhq.in/)
21:38:29	47800/47800	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:24%20GMT	https://psdmhq.in/site/page/14	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/14.html	(from https://psdmhq.in/)
21:38:30	42966/42966	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:24%20GMT	https://psdmhq.in/site/page/15	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/15.html	(from https://psdmhq.in/)
21:38:30	40373/40373	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:25%20GMT	https://psdmhq.in/site/page/16	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/16.html	(from https://psdmhq.in/)
21:38:31	42142/42142	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:25%20GMT	https://psdmhq.in/site/page/30	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/30.html	(from https://psdmhq.in/)
21:38:31	41236/41236	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:26%20GMT	https://psdmhq.in/site/page/18	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/18.html	(from https://psdmhq.in/)
21:38:31	38695/38695	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:26%20GMT	https://psdmhq.in/site/page/19	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/19.html	(from https://psdmhq.in/)
21:38:31	44138/44138	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/Menu-1531482886-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Menu-1531482886-image_file.jpg	(from https://psdmhq.in/)
21:38:32	53083/53083	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:26%20GMT	https://psdmhq.in/site/trainee	C:/My%20Web%20Sites/karina/psdmhq.in/site/trainee.html	(from https://psdmhq.in/)
21:38:32	39395/39395	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:27%20GMT	https://psdmhq.in/site/page/31	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/31.html	(from https://psdmhq.in/)
21:38:32	39049/39049	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:27%20GMT	https://psdmhq.in/site/page/36	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/36.html	(from https://psdmhq.in/)
21:38:33	40203/40203	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:27%20GMT	https://psdmhq.in/site/onschedule	C:/My%20Web%20Sites/karina/psdmhq.in/site/onschedule.html	(from https://psdmhq.in/)
21:38:33	41966/41966	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:27%20GMT	https://psdmhq.in/site/upschedule	C:/My%20Web%20Sites/karina/psdmhq.in/site/upschedule.html	(from https://psdmhq.in/)
21:38:33	48106/48106	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:28%20GMT	https://psdmhq.in/site/postquery	C:/My%20Web%20Sites/karina/psdmhq.in/site/postquery.html	(from https://psdmhq.in/)
21:38:34	60014/60014	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:28%20GMT	https://psdmhq.in/student/recruitment	C:/My%20Web%20Sites/karina/psdmhq.in/student/recruitment.html	(from https://psdmhq.in/)
21:38:34	44243/44243	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/Menu-1531483145-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Menu-1531483145-image_file.jpg	(from https://psdmhq.in/)
21:38:34	34601/34601	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:29%20GMT	https://psdmhq.in/site/page/28	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/28.html	(from https://psdmhq.in/)
21:38:34	36126/36126	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:29%20GMT	https://psdmhq.in/pamphlets/custompamphlets	C:/My%20Web%20Sites/karina/psdmhq.in/pamphlets/custompamphlets.html	(from https://psdmhq.in/)
21:38:34	35060/35060	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:29%20GMT	https://psdmhq.in/site/page/35	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/35.html	(from https://psdmhq.in/)
21:38:34	34614/34614	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:29%20GMT	https://psdmhq.in/site/circular	C:/My%20Web%20Sites/karina/psdmhq.in/site/circular.html	(from https://psdmhq.in/)
21:38:35	44438/44438	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/Menu-1531483559-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Menu-1531483559-image_file.jpg	(from https://psdmhq.in/)
21:39:17	37306/37306	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:32%20GMT	https://psdmhq.in/site/page/22	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/22.html	(from https://psdmhq.in/)
21:39:18	36959/36959	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:09:08%20GMT	https://psdmhq.in/site/presentation	C:/My%20Web%20Sites/karina/psdmhq.in/site/presentation.html	(from https://psdmhq.in/)
21:39:38	55538/55538	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/Menu-1531483356-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Menu-1531483356-image_file.jpg	(from https://psdmhq.in/)
21:39:47	35532/35532	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:09:36%20GMT	https://psdmhq.in/site/reachus	C:/My%20Web%20Sites/karina/psdmhq.in/site/reachus.html	(from https://psdmhq.in/)
21:39:47	1418749/1418749	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:08:30%20GMT	https://psdmhq.in/course/content	C:/My%20Web%20Sites/karina/psdmhq.in/course/content.html	(from https://psdmhq.in/)
21:39:51	43426/43426	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:09:43%20GMT	https://psdmhq.in/site/contact	C:/My%20Web%20Sites/karina/psdmhq.in/site/contact.html	(from https://psdmhq.in/)
21:40:56	393960/393960	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:10%20GMT	https://psdmhq.in/wdir/uploads/Slider-1531477316-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Slider-1531477316-image_file.jpg	(from https://psdmhq.in/)
21:41:10	771623/771623	---M--	200	added ('OK')	application/pdf	date:Thu,%2010%20Jan%202019%2010:34:20%20GMT	http://psdmhq.in/wdir/uploads/pdf/Pdf-1547116459-image_file.pdf	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/pdf/Pdf-1547116459-image_file.pdf	(from https://psdmhq.in/)
21:41:45	720214/720214	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:10%20GMT	https://psdmhq.in/wdir/uploads/Slider-1531477350-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Slider-1531477350-image_file.jpg	(from https://psdmhq.in/)
21:41:48	337570/337570	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:10%20GMT	https://psdmhq.in/wdir/uploads/Slider-1531480328-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Slider-1531480328-image_file.jpg	(from https://psdmhq.in/)
21:41:53	441/441	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Nov%202018%2010:32:50%20GMT	https://psdmhq.in/themes/bar/psdm/img/back.png	C:/My%20Web%20Sites/karina/psdmhq.in/themes/bar/psdm/img/back.png	(from https://psdmhq.in/)
21:42:00	433/433	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Nov%202018%2010:33:48%20GMT	https://psdmhq.in/themes/bar/psdm/img/next.png	C:/My%20Web%20Sites/karina/psdmhq.in/themes/bar/psdm/img/next.png	(from https://psdmhq.in/)
21:42:04	30461/30461	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:11:57%20GMT	https://psdmhq.in/site/page/38	C:/My%20Web%20Sites/karina/psdmhq.in/site/page/38.html	(from https://psdmhq.in/)
21:42:11	33561/33561	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:00%20GMT	https://psdmhq.in/posts/details/3	C:/My%20Web%20Sites/karina/psdmhq.in/posts/details/3.html	(from https://psdmhq.in/)
21:42:20	98451/98451	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:12%20GMT	https://psdmhq.in/wdir/uploads/Posts-1528288237-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Posts-1528288237-image_file.jpg	(from https://psdmhq.in/)
21:42:26	33505/33505	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:16%20GMT	https://psdmhq.in/posts/details/4	C:/My%20Web%20Sites/karina/psdmhq.in/posts/details/4.html	(from https://psdmhq.in/)
21:42:47	1551486/1551486	---M--	200	added ('OK')	application/pdf	date:Mon,%2010%20Jun%202019%2011:27:16%20GMT	http://psdmhq.in/wdir/uploads/pdf/Pdf-1560166036-image_file.pdf	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/pdf/Pdf-1560166036-image_file.pdf	(from https://psdmhq.in/)
21:42:48	258837/258837	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:12%20GMT	https://psdmhq.in/wdir/uploads/Posts-1528288254-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Posts-1528288254-image_file.jpg	(from https://psdmhq.in/)
21:42:48	776077/776077	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:10%20GMT	https://psdmhq.in/wdir/uploads/Slider-1531477379-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Slider-1531477379-image_file.jpg	(from https://psdmhq.in/)
21:42:48	274368/274368	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:12%20GMT	https://psdmhq.in/wdir/uploads/Posts-1528288270-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Posts-1528288270-image_file.jpg	(from https://psdmhq.in/)
21:42:50	39539/39539	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:44%20GMT	https://psdmhq.in/posts/details/5	C:/My%20Web%20Sites/karina/psdmhq.in/posts/details/5.html	(from https://psdmhq.in/)
21:42:51	66466/66466	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2009:39:40%20GMT	https://psdmhq.in/wdir/uploads/Posts-1542447580-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Posts-1542447580-image_file.jpg	(from https://psdmhq.in/)
21:42:51	39552/39552	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:46%20GMT	https://psdmhq.in/posts/details/6	C:/My%20Web%20Sites/karina/psdmhq.in/posts/details/6.html	(from https://psdmhq.in/)
21:42:53	40099/40099	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2010:25:22%20GMT	https://psdmhq.in/wdir/uploads/Posts-1542450322-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Posts-1542450322-image_file.jpg	(from https://psdmhq.in/)
21:42:53	27225/27225	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2009:52:16%20GMT	https://psdmhq.in/wdir/uploads/Posts-1542448336-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/Posts-1542448336-image_file.jpg	(from https://psdmhq.in/)
21:42:53	39561/39561	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:47%20GMT	https://psdmhq.in/posts/details/7	C:/My%20Web%20Sites/karina/psdmhq.in/posts/details/7.html	(from https://psdmhq.in/)
21:42:56	40084/40084	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:50%20GMT	https://psdmhq.in/posts/details/8	C:/My%20Web%20Sites/karina/psdmhq.in/posts/details/8.html	(from https://psdmhq.in/)
21:42:57	21247/21247	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Dec%202018%2004:39:56%20GMT	https://psdmhq.in/wdir/uploads/News-1544762396-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1544762396-image_file.jpg	(from https://psdmhq.in/)
21:42:57	38901/38901	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:51%20GMT	https://psdmhq.in/news/detail/18	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/18.html	(from https://psdmhq.in/)
21:42:57	38784/38784	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:51%20GMT	https://psdmhq.in/news/detail/17	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/17.html	(from https://psdmhq.in/)
21:42:57	38275/38275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2008:36:32%20GMT	https://psdmhq.in/wdir/uploads/News-1542443791-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1542443791-image_file.jpg	(from https://psdmhq.in/)
21:42:57	38993/38993	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:52%20GMT	https://psdmhq.in/news/detail/14	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/14.html	(from https://psdmhq.in/)
21:42:58	65565/65565	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2008:11:28%20GMT	https://psdmhq.in/wdir/uploads/News-1542442288-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1542442288-image_file.jpg	(from https://psdmhq.in/)
21:42:58	42464/42464	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:52%20GMT	https://psdmhq.in/news/detail/12	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/12.html	(from https://psdmhq.in/)
21:42:59	85994/85994	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2007:41:44%20GMT	https://psdmhq.in/wdir/uploads/News-1542440504-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1542440504-image_file.jpg	(from https://psdmhq.in/)
21:42:59	38096/38096	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:53%20GMT	https://psdmhq.in/news/detail/10	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/10.html	(from https://psdmhq.in/)
21:42:59	29697/29697	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2007:18:34%20GMT	https://psdmhq.in/wdir/uploads/News-1542439114-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1542439114-image_file.jpg	(from https://psdmhq.in/)
21:43:00	38289/38289	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:54%20GMT	https://psdmhq.in/news/detail/9	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/9.html	(from https://psdmhq.in/)
21:43:00	22947/22947	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Nov%202018%2007:10:22%20GMT	https://psdmhq.in/wdir/uploads/News-1542438621-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1542438621-image_file.jpg	(from https://psdmhq.in/)
21:43:01	38403/38403	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:55%20GMT	https://psdmhq.in/news/detail/8	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/8.html	(from https://psdmhq.in/)
21:43:02	37963/37963	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2016:12:56%20GMT	https://psdmhq.in/news/detail/7	C:/My%20Web%20Sites/karina/psdmhq.in/news/detail/7.html	(from https://psdmhq.in/)
21:43:02	42497/42497	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202018%2012:14:14%20GMT	https://psdmhq.in/wdir/uploads/News-1536643214-image_file.jpg	C:/My%20Web%20Sites/karina/psdmhq.in/wdir/uploads/News-1536643214-image_file.jpg	(from https://psdmhq.in/)
